,Data,Inflow,Net_evaporation,storage,vol_reg,evap,vol_vert,falha
0,1912-01-01,0.684,0.1291,970.0,49.0,14.14138191667195,0.0,0
1,1912-02-01,649.59,0.0909,907.542618083328,49.0,14.904817875203547,0.0,0
2,1912-03-01,342.06,0.0716,1493.2278002081246,49.0,13.504322398545208,0.0,0
3,1912-04-01,203.98,0.0691,1772.7834778095794,49.0,13.881049689160612,0.0,0
4,1912-05-01,32.009,0.0807,1913.8824281204188,49.0,15.992244350732156,0.0,0
5,1912-06-01,13.306,0.1177,1880.8991837696867,49.0,22.779341749404516,0.0,0
6,1912-07-01,0.0,0.1505,1822.425842020282,49.0,28.16747269564349,0.0,0
7,1912-08-01,0.0,0.1742,1745.2583693246386,49.0,31.41061966937957,0.0,0
8,1912-09-01,0.0,0.1751,1664.8477496552591,49.0,30.332291256129615,0.0,0
9,1912-10-01,0.0,0.1893,1585.5154583991296,49.0,31.449395543985094,0.0,0
10,1912-11-01,0.0,0.1719,1505.0660628551443,49.0,27.33283002515406,0.0,0
11,1912-12-01,0.0,0.1702,1428.7332328299901,49.0,25.891770149907767,0.0,0
12,1913-01-01,0.0,0.1291,1353.8414626800825,49.0,18.777939007198857,0.0,0
13,1913-02-01,84.729,0.0909,1286.0635236728835,49.0,13.374188042123059,0.0,0
14,1913-03-01,401.68,0.0716,1308.4183356307606,49.0,12.718295413685157,0.0,0
15,1913-04-01,246.03,0.0691,1648.3800402170755,49.0,13.388913608910624,0.0,0
16,1913-05-01,92.888,0.0807,1832.0211266081649,49.0,15.84583646368949,0.0,0
17,1913-06-01,7.28,0.1177,1860.0632901444753,49.0,22.50491053061267,0.0,0
18,1913-07-01,0.0,0.1505,1795.8383796138626,49.0,27.818214626014818,0.0,0
19,1913-08-01,0.0,0.1742,1719.020164987848,49.0,31.009091988137225,0.0,0
20,1913-09-01,0.0,0.1751,1639.0110729997107,49.0,29.93188341463522,0.0,0
21,1913-10-01,0.0,0.1893,1560.0791895850755,49.0,31.020016176603278,0.0,0
22,1913-11-01,0.0,0.1719,1480.0591734084721,49.0,26.946190511588814,0.0,0
23,1913-12-01,1.76,0.1702,1404.1129828968833,49.0,25.538928848901207,0.0,0
24,1914-01-01,530.34,0.1291,1331.3340540479821,49.0,24.614863364674004,0.0,0
25,1914-02-01,630.76,0.0909,1788.0591906833083,49.0,21.65737261251691,408.161818070791,0
26,1914-03-01,313.81,0.0716,1940.0,49.0,16.074191122322638,248.7358088776773,0
27,1914-04-01,23.661,0.0691,1940.0,49.0,13.802970871043405,0.0,0
28,1914-05-01,1.337,0.0807,1900.8580291289566,49.0,15.687059836232844,0.0,0
29,1914-06-01,0.0,0.1177,1837.5079692927236,49.0,22.199368947577852,0.0,0
30,1914-07-01,0.0,0.1505,1766.3086003451458,49.0,27.429346284412276,0.0,0
31,1914-08-01,0.0,0.1742,1689.8792540607337,49.0,30.56200665991742,0.0,0
32,1914-09-01,0.0,0.1751,1610.3172474008163,49.0,29.48602507330331,0.0,0
33,1914-10-01,0.0,0.1893,1531.831222327513,49.0,30.541874252793498,0.0,0
34,1914-11-01,0.0,0.1719,1452.2893480747193,49.0,26.515618962402748,0.0,0
35,1914-12-01,0.0,0.1702,1376.7737291123167,49.0,25.088472884529537,0.0,0
36,1915-01-01,0.0,0.1291,1302.685256227787,49.0,18.172373685556565,0.0,0
37,1915-02-01,0.0,0.0909,1235.5128825422303,49.0,12.242340749295094,0.0,0
38,1915-03-01,0.0,0.0716,1174.2705417929353,49.0,9.238634454171216,0.0,0
39,1915-04-01,9.885,0.0691,1116.031907338764,49.0,8.602780905142065,0.0,0
40,1915-05-01,0.0,0.0807,1068.3141264336218,49.0,9.604392143733676,0.0,0
41,1915-06-01,0.0,0.1177,1009.7097342898883,49.0,13.337627468626529,0.0,0
42,1915-07-01,0.0,0.1505,947.3721068212618,49.0,16.138208540523813,0.0,0
43,1915-08-01,0.0,0.1742,882.233898280738,49.0,17.565689984586633,0.0,0
44,1915-09-01,0.0,0.1751,815.6682082961513,49.0,16.509566941399797,0.0,0
45,1915-10-01,0.0,0.1893,750.1586413547516,49.0,16.60673302536606,0.0,0
46,1915-11-01,0.0,0.1719,684.5519083293855,49.0,13.947457086736167,0.0,0
47,1915-12-01,159.73,0.1702,621.6044512426492,49.0,15.469094343259634,0.0,0
48,1916-01-01,1.967,0.1291,716.8653568993897,49.0,10.93566706067211,0.0,0
49,1916-02-01,0.0,0.0909,658.8966898387175,49.0,7.152463219501392,0.0,0
50,1916-03-01,407.34,0.0716,602.7442266192162,49.0,8.12532198033471,0.0,0
51,1916-04-01,54.574,0.0691,952.9589046388816,49.0,7.825188135746046,0.0,0
52,1916-05-01,55.312,0.0807,950.7077165031355,49.0,9.124529064370964,0.0,0
53,1916-06-01,13.275,0.1177,947.8951874387645,49.0,12.788234686645751,0.0,0
54,1916-07-01,0.0,0.1505,899.3819527521188,49.0,15.436894308515122,0.0,0
55,1916-08-01,0.0,0.1742,834.9450584436037,49.0,16.756867743814382,0.0,0
56,1916-09-01,0.0,0.1751,769.1881906997893,49.0,15.70021581143581,0.0,0
57,1916-10-01,0.0,0.1893,704.4879748883535,49.0,15.73540132945522,0.0,0
58,1916-11-01,0.0,0.1719,639.7525735588983,49.0,13.159304129410692,0.0,0
59,1916-12-01,0.0,0.1702,577.5932694294876,49.0,11.932226295383128,0.0,0
60,1917-01-01,655.63,0.1291,516.6610431341044,49.0,16.61129085497629,0.0,0
61,1917-02-01,922.6,0.0909,1106.679752279128,49.0,18.662100980220263,21.61765129890773,0
62,1917-03-01,1499.3,0.0716,1940.0,49.0,22.989831734998106,1427.3101682650022,0
63,1917-04-01,352.03,0.0691,1940.0,49.0,15.736436063935212,287.2935639360644,0
64,1917-05-01,343.43,0.0807,1940.0,49.0,18.315184198211753,276.11481580178815,0
65,1917-06-01,270.17,0.1177,1940.0,49.0,25.963748441152546,195.20625155884773,0
66,1917-07-01,82.845,0.1505,1940.0,49.0,30.775244945516214,3.0697550544839487,0
67,1917-08-01,0.0,0.1742,1940.0,49.0,34.36206613770277,0.0,0
68,1917-09-01,0.0,0.1751,1856.6379338622971,49.0,33.275044611577606,0.0,0
69,1917-10-01,0.0,0.1893,1774.3628892507195,49.0,34.604529196071624,0.0,0
70,1917-11-01,0.0,0.1719,1690.758360054648,49.0,30.173370930553986,0.0,0
71,1917-12-01,0.0,0.1702,1611.584989124094,49.0,28.683233760174453,0.0,0
72,1918-01-01,0.0,0.1291,1533.9017553639196,49.0,20.881655295879558,0.0,0
73,1918-02-01,0.0,0.0909,1464.0201000680402,49.0,14.143836254058606,0.0,0
74,1918-03-01,0.246,0.0716,1400.8762638139815,49.0,10.737261798122923,0.0,0
75,1918-04-01,139.88,0.0691,1341.3850020158588,49.0,10.864777849803204,0.0,0
76,1918-05-01,288.36,0.0807,1421.4002241660558,49.0,14.329413981657556,0.0,0
77,1918-06-01,48.92,0.1177,1646.430810184398,49.0,20.732494992219785,0.0,0
78,1918-07-01,0.0,0.1505,1625.6183151921784,49.0,25.562152617913952,0.0,0
79,1918-08-01,0.0,0.1742,1551.0561625742646,49.0,28.414966322090585,0.0,0
80,1918-09-01,0.0,0.1751,1473.641196252174,49.0,27.344554511658117,0.0,0
81,1918-10-01,0.0,0.1893,1397.296641740516,49.0,28.244963069817736,0.0,0
82,1918-11-01,0.0,0.1719,1320.0516786706983,49.0,24.446848570484534,0.0,0
83,1918-12-01,0.0,0.1702,1246.6048301002136,49.0,23.054424576994926,0.0,0
84,1919-01-01,0.0,0.1291,1174.5504055232186,49.0,16.638566672251244,0.0,0
85,1919-02-01,0.0,0.0909,1108.9118388509673,49.0,11.165150070556624,0.0,0
