,Data,Inflow,Net_evaporation,storage,vol_reg,evap,vol_vert,falha
0,1912-01-01,0.684,0.1291,276.5031960794301,59.0,4.742311719871386,0.0,0
1,1912-02-01,649.59,0.0909,213.44488435955876,59.0,8.99147660293141,0.0,0
2,1912-03-01,342.06,0.0716,795.0434077566274,59.0,8.971997358963034,0.0,0
3,1912-04-01,203.98,0.0691,1069.1314103976642,59.0,9.535752926762694,0.0,0
4,1912-05-01,32.009,0.0807,1204.5756574709017,59.0,10.860447475443475,0.0,0
5,1912-06-01,13.306,0.1177,1166.724209995458,59.0,15.20608386409208,0.0,0
6,1912-07-01,0.0,0.1505,1105.824126131366,59.0,18.379756252595364,0.0,0
7,1912-08-01,0.0,0.1742,1028.4443698787707,59.0,19.98289424611233,0.0,0
8,1912-09-01,0.0,0.1751,949.4614756326583,59.0,18.7574137540497,0.0,0
9,1912-10-01,0.0,0.1893,871.7040618786086,59.0,18.839391479620637,0.0,0
10,1912-11-01,0.0,0.1719,793.8646703989881,59.0,15.794268062210444,0.0,0
11,1912-12-01,0.0,0.1702,719.0704023367776,59.0,14.362522342137629,0.0,0
12,1913-01-01,0.0,0.1291,645.70787999464,59.0,9.939757289739228,0.0,0
13,1913-02-01,84.729,0.0909,576.7681227049009,59.0,7.153257834184799,0.0,0
14,1913-03-01,401.68,0.0716,595.3438648707161,59.0,8.01830577366206,0.0,0
15,1913-04-01,246.03,0.0691,930.0055590970541,59.0,8.911770298748046,0.0,0
16,1913-05-01,92.888,0.0807,1108.1237887983061,59.0,10.593276771453187,0.0,0
17,1913-06-01,7.28,0.1177,1131.4185120268528,59.0,14.750040501745055,0.0,0
18,1913-07-01,0.0,0.1505,1064.9484715251078,59.0,17.797344056223483,0.0,0
19,1913-08-01,0.0,0.1742,988.1511274688843,59.0,19.310842510466024,0.0,0
20,1913-09-01,0.0,0.1751,909.8402849584182,59.0,18.0845189520338,0.0,0
21,1913-10-01,0.0,0.1893,832.7557660063844,59.0,18.114498568174227,0.0,0
22,1913-11-01,0.0,0.1719,755.6412674382101,59.0,15.138113150548525,0.0,0
23,1913-12-01,1.76,0.1702,681.5031542876616,59.0,13.744098171346128,0.0,0
24,1914-01-01,530.34,0.1291,610.5190561163155,59.0,16.20047034871272,0.0,0
25,1914-02-01,630.76,0.0909,1065.6585857676027,59.0,16.00977827614063,0.0,0
26,1914-03-01,313.81,0.0716,1621.408807491462,59.0,14.110140209193483,0.0,0
27,1914-04-01,23.661,0.0691,1862.1086672822685,59.0,13.322038893315186,0.0,0
28,1914-05-01,1.337,0.0807,1813.4476283889533,59.0,15.055521412468323,0.0,0
29,1914-06-01,0.0,0.1177,1740.729106976485,59.0,21.176809236481965,0.0,0
30,1914-07-01,0.0,0.1505,1660.552297740003,59.0,25.99462083709211,0.0,0
31,1914-08-01,0.0,0.1742,1575.5576769029108,59.0,28.756969673248072,0.0,0
32,1914-09-01,0.0,0.1751,1487.8007072296627,59.0,27.528183354533603,0.0,0
33,1914-10-01,0.0,0.1893,1401.272523875129,59.0,28.270056977917136,0.0,0
34,1914-11-01,0.0,0.1719,1314.002466897212,59.0,24.31175164715274,0.0,0
35,1914-12-01,0.0,0.1702,1230.6907152500592,59.0,22.763777195427675,0.0,0
36,1915-01-01,0.0,0.1291,1148.9269380546314,59.0,16.29828440963907,0.0,0
37,1915-02-01,0.0,0.0909,1073.6286536449923,59.0,10.839864326797912,0.0,0
38,1915-03-01,0.0,0.0716,1003.7887893181942,59.0,8.064832713756797,0.0,0
39,1915-04-01,9.885,0.0691,936.7239566044374,59.0,7.40260505379641,0.0,0
40,1915-05-01,0.0,0.0807,880.206351550641,59.0,8.120625340641249,0.0,0
41,1915-06-01,0.0,0.1177,813.0857262099997,59.0,11.054183906313348,0.0,0
42,1915-07-01,0.0,0.1505,743.0315423036864,59.0,13.070265924374056,0.0,0
43,1915-08-01,0.0,0.1742,670.9612763793124,59.0,13.846972763514815,0.0,0
44,1915-09-01,0.0,0.1751,598.1143036157976,59.0,12.602945789486377,0.0,0
45,1915-10-01,0.0,0.1893,526.5113578263112,59.0,12.195126829897697,0.0,0
46,1915-11-01,0.0,0.1719,455.3162309964135,59.0,9.764104722301242,0.0,0
47,1915-12-01,159.73,0.1702,386.55212627411225,59.0,11.32693441608101,0.0,0
48,1916-01-01,1.967,0.1291,475.9551918580312,59.0,7.658445643409463,0.0,0
49,1916-02-01,0.0,0.0909,411.26374621462173,59.0,4.735145213545275,0.0,0
50,1916-03-01,407.34,0.0716,347.5286010010765,59.0,6.316103217494878,0.0,0
51,1916-04-01,54.574,0.0691,689.5524977835817,59.0,6.0212863778565175,0.0,0
52,1916-05-01,55.312,0.0807,679.1052114057251,59.0,6.951011325436715,0.0,0
53,1916-06-01,13.275,0.1177,668.4662000802883,59.0,9.499424330232442,0.0,0
54,1916-07-01,0.0,0.1505,613.2417757500559,59.0,11.076139028597925,0.0,0
55,1916-08-01,0.0,0.1742,543.165636721458,59.0,11.534500290597814,0.0,0
56,1916-09-01,0.0,0.1751,472.6311364308602,59.0,10.273746995413095,0.0,0
57,1916-10-01,0.0,0.1893,403.3573894354471,59.0,9.667200549292936,0.0,0
58,1916-11-01,0.0,0.1719,334.69018888615415,59.0,7.45391230709933,0.0,0
59,1916-12-01,0.0,0.1702,268.23627657905485,59.0,6.063696696402184,0.0,0
60,1917-01-01,655.63,0.1291,203.17257988265266,59.0,12.704114639632575,0.0,0
61,1917-02-01,922.6,0.0909,787.0984652430202,59.0,16.11629176968625,0.0,0
62,1917-03-01,1499.3,0.0716,1634.5821734733338,59.0,21.235955470801052,1113.6462180025328,0
63,1917-04-01,352.03,0.0691,1940.0,59.0,15.72185032109899,277.3081496789009,0
64,1917-05-01,343.43,0.0807,1940.0,59.0,18.298138123484815,266.1318618765149,0
65,1917-06-01,270.17,0.1177,1940.0,59.0,25.938749969364437,185.2312500306357,0
66,1917-07-01,82.845,0.1505,1940.0,59.0,30.742816492786776,0.0,0
67,1917-08-01,0.0,0.1742,1933.1021835072133,59.0,34.22053556298438,0.0,0
68,1917-09-01,0.0,0.1751,1839.8816479442291,59.0,32.98161521830024,0.0,0
69,1917-10-01,0.0,0.1893,1747.900032725929,59.0,34.1239653568364,0.0,0
70,1917-11-01,0.0,0.1719,1654.7760673690925,59.0,29.58871643010289,0.0,0
71,1917-12-01,0.0,0.1702,1566.1873509389895,59.0,27.95687025893617,0.0,0
72,1918-01-01,0.0,0.1291,1479.2304806800535,59.0,20.21802094755219,0.0,0
73,1918-02-01,0.0,0.0909,1400.0124597325012,59.0,13.595518572574456,0.0,0
74,1918-03-01,0.246,0.0716,1327.4169411599266,59.0,10.24001958718209,0.0,0
75,1918-04-01,139.88,0.0691,1258.4229215727446,59.0,10.329434235401221,0.0,0
76,1918-05-01,288.36,0.0807,1328.9734873373434,59.0,13.650833171159597,0.0,0
77,1918-06-01,48.92,0.1177,1544.6826541661837,59.0,19.6443239502275,0.0,0
78,1918-07-01,0.0,0.1505,1514.9583302159565,59.0,24.041580936022225,0.0,0
79,1918-08-01,0.0,0.1742,1431.9167492799343,59.0,26.508367556757655,0.0,0
80,1918-09-01,0.0,0.1751,1346.4083817231765,59.0,25.282349997750572,0.0,0
81,1918-10-01,0.0,0.1893,1262.1260317254257,59.0,25.85761388088926,0.0,0
82,1918-11-01,0.0,0.1719,1177.2684178445363,59.0,22.135364827933316,0.0,0
83,1918-12-01,0.0,0.1702,1096.133053016603,59.0,20.619997193362245,0.0,0
84,1919-01-01,0.0,0.1291,1016.5130558232408,59.0,14.678401088013192,0.0,0
85,1919-02-01,0.0,0.0909,942.8346547352277,59.0,9.699524007732613,0.0,0
86,1919-03-01,0.0,0.0716,874.135130727495,59.0,7.163916223295975,0.0,0
87,1919-04-01,0.0,0.0691,807.9712145041991,59.0,6.462660672612443,0.0,0
88,1919-05-01,0.0,0.0807,742.5085538315867,59.0,7.0168421593635335,0.0,0
89,1919-06-01,0.0,0.1177,676.4917116722232,59.0,9.436337744336774,0.0,0
