Data,Inflow,Net_evaporation,storage,vol_reg,evap,vol_vert,falha
1912,1241.629,1.5903,9644.615193627455,732.0,156.96590911974818,0.0,0
1913,834.367,1.5903,9483.55283955081,732.0,151.6752211860751,0.0,0
1914,1499.9080000000001,1.5903,16483.041092543,732.0,242.48801932316354,0.0,0
1915,169.61499999999998,1.5903,8194.468089400129,732.0,120.13229487718746,0.0,0
1916,532.468,1.5903,4762.152579132587,732.0,80.29025204876835,0.0,0
1917,4126.005,1.5903,18801.72339956344,732.0,296.48894762001584,1735.2878657593997,0
1918,477.406,1.5903,15910.242393608736,732.0,228.69095255024735,0.0,0
1919,0.0,1.5903,7178.324960725389,732.0,102.66592056631215,0.0,0
1920,2126.449,1.5903,14152.392821192712,732.0,235.13410399515152,0.0,0
1921,1440.277,1.5903,20114.78403135246,732.0,286.4735032255939,338.21602717197425,0
1922,1316.817,1.5903,19199.370061818267,732.0,279.27091869162626,307.42568493077715,0
1923,515.31,1.5903,16168.625659753101,732.0,227.99806510827977,0.0,0
1924,6838.252,1.5903,19743.579325571147,732.0,313.4195911109672,5361.036995258915,0
1925,1973.56,1.5903,19785.80978400304,732.0,280.66517370513975,1092.9128403730783,0
1926,3219.674,1.5903,19548.524879966364,732.0,288.28801431066034,2129.9804293486272,0
1927,224.193,1.5903,12796.897736959687,732.0,181.46002951805772,0.0,0
1928,271.445,1.5903,4974.425240181459,732.0,77.78825706665603,0.0,0
1929,416.52299999999997,1.5903,970.5505081703584,486.1159376030901,18.09276382406054,0.0,5
1930,404.638,1.5903,914.7818624445819,387.3560395641982,17.28196043580174,0.0,6
1931,265.862,1.5903,201.38710662707874,260.71834950169705,5.143650498302936,0.0,8
1932,18.138,1.5903,0.0,17.956993300638104,0.1810066993618987,0.0,12
1933,980.1179999999999,1.5903,5069.720090783919,558.018311054155,97.56582613254473,0.0,3
1934,1924.03,1.5903,15782.371997961343,732.0,246.13853582649594,0.0,0
1935,2171.6710000000003,1.5903,19683.648947124697,732.0,289.57345562399,1006.4274972253706,0
1936,55.066,1.5903,12540.260901630227,732.0,174.80537186642974,0.0,0
1937,356.80400000000003,1.5903,5338.292916282842,732.0,84.778925196129,0.0,0
1938,135.507,1.5903,216.0719409406395,233.5099371909248,4.378139883960082,0.0,9
1939,607.0649999999999,1.5903,1766.6156755788556,572.2955829474552,34.76941705254494,0.0,3
1940,1201.337,1.5903,7030.613385275776,610.0,124.39905801472335,0.0,2
1941,659.945,1.5903,6731.812927625844,732.0,110.83108328604246,0.0,0
1942,50.524,1.5903,883.2010029603749,322.6327331851921,11.94312551404192,0.0,7
1943,387.185,1.5903,741.9369785840825,373.0722266686384,14.11277333136154,0.0,7
1944,461.337,1.5903,453.91241768143504,397.5892606584043,13.56777883147618,0.0,7
1945,1442.934,1.5903,8910.05268951053,732.0,154.5362971998137,0.0,0
1946,231.624,1.5903,4841.824445435512,732.0,74.302203930873,0.0,0
1947,4134.499,1.5903,14761.954099130411,712.6072325916741,257.32523582001,1256.465990967748,1
1948,754.808,1.5903,21052.933777643677,732.0,286.2506593610243,375.19293569404067,0
1949,341.812,1.5903,13420.545691295807,732.0,192.6584150395832,0.0,0
1950,1642.371,1.5903,16209.40661326301,732.0,253.08803497197545,48.467203367279126,0
1951,93.261,1.5903,11761.900843972573,732.0,166.31887999184403,0.0,0
1952,143.46699999999998,1.5903,3165.779875600734,620.0235770031942,45.719294571060395,0.0,3
1953,117.835,1.5903,41.22993322838255,116.29386148527249,1.5411385147274959,0.0,11
1954,81.44500000000001,1.5903,0.0,80.72101304230182,0.7239869576981784,0.0,12
1955,745.7429999999999,1.5903,2797.5534696164204,678.1638897237524,54.28614230259264,0.0,1
1956,1182.6009999999999,1.5903,6484.666610192331,684.1001179694906,116.74357399927621,0.0,1
1957,1012.701,1.5903,8477.004379920701,732.0,143.1141581779071,0.0,0
1958,11.611,1.5903,2495.0075376818004,511.6341424702939,32.61397535668712,0.0,4
1959,256.451,1.5903,119.6165443595318,252.4446599342932,4.006340065706782,0.0,9
1960,2495.13,1.5903,14936.617020396976,610.0,236.33265460000524,402.90691372884294,2
